Set,Document Id,Question,Answer,Age Group,Region ,Keywords,LLM Used
2,D14,When should I see a doctor about PMS?,"It's important to see a doctor if:
 
 Your PMS symptoms are severe and significantly impacting your daily life.
 Symptoms don't improve with lifestyle changes or self-care practices.
 You have concerns about your menstrual health in general.",All,Both,"PMS, doctor consultation",Gemini
2,D14,What is Premenstrual Syndrome (PMS) and when does it happen?,PMS is when some women feel physical and emotional changes one or two weeks before their period starts. These changes can affect how they feel and live.,All,Both,"PMS, physical symptoms, emotional symptoms",ChatGPT
2,D14,How can I tell if my bad feelings are because of PMS?,"To see if your symptoms are due to PMS, you can write down how you feel for two months before your period. If you notice the same feelings each month before your period, it might be PMS.",All,Both,"symptom tracking, PMS diagnosis",ChatGPT
2,D14,Can PMS get worse when I get older or when I'm a teenager?,"Yes, PMS can feel stronger when you're a teenager or getting closer to menopause because of hormone changes.",All,Both,"PMS severity, hormonal changes, age",ChatGPT
2,D14,What's the difference between PMS and PMDD?,"While PMS can make you feel a bit uncomfortable before your period, PMDD(premenstrual dysphoric disorder) is a much stronger form of PMS that can really make you feel very bad emotionally and physically.",All,Both,"PMS, PMDD, symptom severity",ChatGPT
2,D14,What can I do to feel better if I have PMS?,"To manage PMS, you can:
 Move your body for 30 minutes most days.
 Eat healthy foods like vegetables, fruits, and whole grains.
 Drink plenty of water and less tea or coffee.
 Take time to relax and do things you enjoy.
 Try calming activities like yoga.
 Make sure you get enough sleep.",All,Both,"lifestyle changes, PMS management",ChatGPT
2,D14,Why do I get PMS?,"Doctors aren't sure why, but PMS might happen because of how your brain's chemicals work with your hormones like progesterone. Your mood, stress, health, and weight can also play a part.",All,Both,"PMS causes, hormonal interaction",ChatGPT
2,D14,How can my doctor know I have PMS?,"There's no special test for PMS, but your doctor can figure it out by listening to what symptoms you have and looking at your health history. Keeping a note of your symptoms for a couple of months can help too.",All,Both,"PMS diagnosis, symptom tracking",ChatGPT
2,D14,Are there medicines for PMS?,"Yes, your doctor might suggest medicines like hormone treatments or certain antidepressants to help with PMS symptoms, especially if they are making you feel really bad.",All,Both,"PMS treatment, medication, hormone therapy",ChatGPT
2,D14,Can natural things like herbs help with PMS?,"Some natural treatments might help with PMS, like chaste tree, vitamin B6, magnesium, calcium, and evening primrose oil. Always talk to a health expert before trying them and let your doctor know too.",All,Both,"natural therapies, PMS management, supplements",ChatGPT
2,D15,I feel tired and weak during my period. What can I eat to feel better?,"Fatigue is a common period symptom. To boost your energy, try foods rich in iron like:
 
 Leafy green vegetables (spinach, kale)
 Chicken
 Fish
 Lentils and beans",All,Both,"PMS, fatigue, iron",Gemini
2,D15,I'm craving sugary foods during my period. Is it okay to indulge?,"While occasional indulgence is okay, sugary foods can worsen mood swings and energy levels. Opt for natural sugars from fruits like watermelon or cucumber to satisfy cravings.",All,Both,"PMS, cravings, sugar",Gemini
2,D15,I heard drinking water helps with period symptoms. Is that true?,"Yes! Staying hydrated is crucial during your period. Water helps:
 
 Reduce headaches
 Prevent bloating
 Fight fatigue",All,Both,"PMS, hydration, water",Gemini
2,D15,What are some healthy snacks I can have during my period?,"Here are some nutritious and delicious snack options:
 
 Nuts (almonds, walnuts) - rich in protein and omega-3 fatty acids
 Yogurt - provides probiotics and calcium
 Dark chocolate (70%+) - good source of iron and magnesium",All,Both,"PMS, snacks, healthy eating",Gemini
2,D15,I'm worried about getting a yeast infection during my period. What can I eat?,Probiotic-rich foods like yogurt may help prevent yeast infections. Yogurt also provides calcium and other essential nutrients.,All,Both,"PMS, yeast infection, yogurt",Gemini
2,D15,What foods should I avoid during my period?,"While some foods benefit you during your period, others may worsen symptoms. Here's what to limit:
 
 Salty foods: can increase bloating
 Spicy foods: may worsen cramps
 Red meat: can contribute to inflammation",All,Both,"PMS, bloating, cramps",Gemini
2,D15,What should I drink more of during my periods to avoid headaches?,Drinking plenty of water is very important during your period to help reduce the chances of getting headaches.,All,Both,"Water, Hydration, Headaches, Periods",ChatGPT
2,D15,Can eating fruits help during my periods? Why?,"Yes, eating water-rich fruits like watermelon and cucumber helps you stay hydrated. Sweet fruits also help curb sugar cravings in a healthy way.",All,Both,"Fruits, Hydration, Sugar cravings, Periods",ChatGPT
2,D15,Why are leafy green vegetables recommended during menstruation?,"Leafy green vegetables, such as kale and spinach, are recommended because they can boost your iron levels, which often dip during your period, causing fatigue and dizziness.",All,Both,"Leafy green vegetables, Iron, Fatigue, Menstruation",ChatGPT
2,D15,How can ginger help me during my period?,"Ginger can help soothe achy muscles and reduce nausea due to its anti-inflammatory effects. However, don't consume more than 4 grams in a day to avoid side effects like heartburn.",All,Both,"Ginger, Nausea, Muscle ache, Period relief",ChatGPT
2,D15,What are the benefits of eating fish during my menstrual cycle?,"Eating fish is beneficial because it's rich in iron, protein, and omega-3 fatty acids. Omega-3 can reduce period pain and even help with mood swings or depression.",All,Both,"Fish, Omega-3 fatty acids, Menstrual pain, Mood swings",ChatGPT
2,D15,How does turmeric consumption affect menstrual health?,"Turmeric, particularly its active component curcumin, has been found to lessen the severity of PMS symptoms due to its anti-inflammatory properties.",All,Both,"Turmeric, Curcumin, PMS symptoms, Anti-inflammatory",ChatGPT
2,D15,Is dark chocolate good for me during periods? Why?,"Yes, dark chocolate is beneficial as it is rich in iron and magnesium, which can help reduce the severity of PMS symptoms.",All,Both,"Dark chocolate, Iron, Magnesium, PMS",ChatGPT
2,D15,Can eating nuts help with my menstrual symptoms?,"Yes, nuts are rich in omega-3 fatty acids, protein, and magnesium, which can help alleviate menstrual symptoms.",All,Both,"Nuts, Omega-3, Protein, Menstrual symptoms",ChatGPT
2,D15,What role does yogurt play in menstrual health?,"Yogurt, being rich in probiotics, can help fight yeast infections that are common during or after periods. It's also a good source of magnesium and calcium.",All,Both,"Yogurt, Probiotics, Yeast infections, Calcium",ChatGPT
2,D15,How can peppermint tea help me during my periods?,"Peppermint tea can soothe symptoms of PMS, specifically helping relieve menstrual cramps, nausea, and diarrhea.",All,Both,"Peppermint tea, PMS, Menstrual cramps, Nausea",ChatGPT
